CITY_CODE,WIFI_NO,WIFI_NAME,WIFI_NAME_KANA,WIFI_ADDRESS,SSID,WIFI_AREA,WIFI_URL,LAST_UPDATED
131067,131067028,台東区,観光案内板（上野広小路かねの鳴るまち入口）, カンコウアンナイバン（ウエノヒロコウジカネノナルマチイリグチ）,上野6-12先,Taito_Free_Wi-Fi,,
131067,131067029,台東区,観光案内板（おかちまちパンダ広場）, カンコウアンナイバン（オカチマチパンダヒロバ）,上野7-1先,Taito_Free_Wi-Fi,,
131067,131067030,台東区,観光案内板（JR上野駅公園西側道路下）, カンコウアンナイバン（ジェイアールウエノエキコウエンニシガワドウロシタ）,上野公園1-52,Taito_Free_Wi-Fi,,
131067,131067031,台東区,観光案内板（生涯学習センター前）, カンコウアンナイバン（ショウガイガクシュウセンターマエ）,西浅草3-25,Taito_Free_Wi-Fi,,
131067,131067032,台東区,観光案内板（吾妻橋詰隅田公園入り口）, カンコウアンナイバン（アズマバシヅメスミダコウエンイリグチ）,花川戸1-1,Taito_Free_Wi-Fi,,
131067,131067033,台東区,観光案内板（雷門2丁目）, カンコウアンナイバン（カミナリモンニチョウメ）,雷門2-19-10,Taito_Free_Wi-Fi,,
131067,131067034,台東区,観光案内板（駒形交差点）, カンコウアンナイバン（コマガタコウサテン）,駒形1-12-14先,Taito_Free_Wi-Fi,,
131067,131067035,台東区,観光案内板（TX浅草駅A1出口前）, カンコウアンナイバン（ティーエックスアサクサエキエーイチデグチ）,浅草1-43-8先,Taito_Free_Wi-Fi,,
131067,131067036,台東区,観光案内板（TX浅草駅A2出口前）, カンコウアンナイバン（ティーエックスアサクサエキエーニデグチ）,西浅草3-1-11先,Taito_Free_Wi-Fi,,
131067,131067037,台東区,観光案内板（言問橋西詰）, カンコウアンナイバン（コトトイバシニシヅメ）,花川戸2-16-1先,Taito_Free_Wi-Fi,,
131067,131067038,台東区,観光案内板（浅草高校前交差点）, カンコウアンナイバン（アサクサコウコウマエコウサテン）,浅草6-45先,Taito_Free_Wi-Fi,,
131067,131067039,台東区,観光案内板（千束五差路）, カンコウアンナイバン（センゾクゴサロ）,浅草3-42-6先,Taito_Free_Wi-Fi,,
131067,131067040,台東区,観光案内板（西浅草3交差点）, カンコウアンナイバン（ニシアサクササンコウサテン）,西浅草3-28-21先,Taito_Free_Wi-Fi,,
131067,131067041,台東区,観光案内板（雷門1丁目交差点（北側））, カンコウアンナイバン（カミナリモンイッチョウメコウサテン（キタガワ））,浅草1-10-2先,Taito_Free_Wi-Fi,,
131067,131067042,台東区,観光案内板（雷門1丁目交差点（南側））, カンコウアンナイバン（カミナリモンイッチョウメコウサテン（ミナミガワ））,雷門1-16-7先,Taito_Free_Wi-Fi,,
131067,131067043,台東区,観光案内板（観音通り入口）, カンコウアンナイバン（カンノンドオリイリグチ）,浅草1-2-1先,Taito_Free_Wi-Fi,,
131067,131067044,台東区,観光案内板（花川戸公園乗降場）, カンコウアンナイバン（ハナカワドコウエンジョウコウバ）,花川戸1-15,Taito_Free_Wi-Fi,,
131067,131067045,台東区,観光案内板（三ノ輪国際通り入り口）, カンコウアンナイバン（ミノワコクサイドオリイリグチ）,三ノ輪1-21-5,Taito_Free_Wi-Fi,,
131067,131067046,台東区,観光案内板（竜泉1丁目）, カンコウアンナイバン（リュウセンイッチョウメ）,竜泉1-34-13,Taito_Free_Wi-Fi,,
131067,131067047,台東区,観光案内板（JR浅草橋駅東口前）, カンコウアンナイバン（ジェイアールアサクサバシエキヒガシグチマエ）,浅草橋1-18先,Taito_Free_Wi-Fi,,
131067,131067048,台東区,観光案内板（都営浅草線蔵前駅A4出口前）, カンコウアンナイバン（トエイアサクサセンクラマエエキエーヨンデグチマエ）,蔵前3-5先,Taito_Free_Wi-Fi,,
131067,131067049,台東区,観光案内板（谷中あかじ坂）, カンコウアンナイバン（ヤナカアカジザカ）,谷中2-6-7先,Taito_Free_Wi-Fi,,
131067,131067050,台東区,観光案内板（駒形1丁目）, カンコウアンナイバン（コマガタイッチョウメ）,駒形1-1-12,Taito_Free_Wi-Fi,,
131067,131067051,台東区,観光案内板（駒形2丁目）, カンコウアンナイバン（コマガタニチョウメ）,駒形2-4-5,Taito_Free_Wi-Fi,,
131067,131067052,台東区,観光案内板（大関横丁交差点）, カンコウアンナイバン（オオゼキヨコウチョウコウサテン）,三ノ輪1-28-15先,Taito_Free_Wi-Fi,,
131067,131067053,台東区,観光案内板（よみせ通りめぐりんバス停付近）, カンコウアンナイバン（ヨミセドオリメグリンバステイフキン）,谷中3-7付近,Taito_Free_Wi-Fi,,
131067,131067054,台東区,観光案内板（谷中霊園付近）, カンコウアンナイバン（ヤナカレイエンフキン）,谷中7-3付近,Taito_Free_Wi-Fi,,
131067,131067055,台東区,ウェルカムボード（東武浅草駅前）, ウェルカムボード（トウブアサクサエキマエ）,花川戸1-1地先,Taito_Free_Wi-Fi,,
131067,131067056,台東区,東武浅草駅観光バス待合所,トウブアサクサエキカンコウバスマチアイジョ,花川戸1-4-1,Taito_Free_Wi-Fi,,
131067,131067057,台東区,二天門観光バス待合所,ニテンモンカンコウバスマチアイジョ,花川戸1-14-16,Taito_Free_Wi-Fi,,
131067,131067058,台東区,旧東京音楽学校奏楽堂,キュウトウキョウオンガクガッコウソウガクドウ,上野公園8-43,00Taito_Free_Wi-Fi,1階受付付近,
131067,131067059,台東区,老人福祉センター,ロウジンフクシセンター,東上野2-25-14,00Taito_Free_Wi-Fi,4階事務室付近,
