CITY_CODE,WIFI_NO,WIFI_NAME,WIFI_NAME_KANA,WIFI_ADDRESS,SSID,WIFI_AREA,WIFI_URL,LAST_UPDATED
130001,30,高尾ビジターセンター,タカオビジターセンター,東京都八王子市高尾町2176,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,31,御岳ビジターセンター,ミタケビジターセンター,東京都青梅市御岳山38-5,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,32,野伏船客待合所（式根島）,ノブシセンキャクマチアイジョ（シキネジマ）,東京都新島村式根島918,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,33,神湊船客待合所（八丈島）,カミナトセンキャクマチアイジョ（ハチジョウジマ）,東京都八丈島三根4184-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,34,調布飛行場,チョウフヒコウジョウ,東京都調布市西町290?3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,35,大島空港ターミナル,オオシマクウコウ,東京都大島町元町北の山270,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,36,観光案内標識（台東区上野5-27）,カンコウアンナイヒョウシキ（タイトウクウエノ５－２７）,東京都台東区上野5-27,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,37,観光案内標識（新宿区新宿3-38）,カンコウアンナイヒョウシキ（シンジュククシンジュク３－３８）,東京都新宿区新宿3-38,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,38,観光案内標識（新宿区西新宿1-3）,カンコウアンナイヒョウシキ（シンジュククニシシンジュク１－３）,東京都新宿区西新宿1-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,39,観光案内標識（新宿区西新宿7-11）,カンコウアンナイヒョウシキ（シンジュククニシシンジュク７－１１,東京都新宿区西新宿7-11,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,40,観光案内標識（新宿区西新宿1-24）,カンコウアンナイヒョウシキ（シンジュククニシシンジュク１－２４）,東京都新宿区西新宿1-24,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,41,デジタルサイネージ（都営大江戸線都庁前駅出入口）,デジタルサイネージ（トエイオウエドセントチョウマエエキデイリグチ）,東京都新宿区西新宿2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,42,デジタルサイネージ（京王プラザホテル前）,デジタルサイネージ（ケイオウプラザホテルマエ）,東京都新宿区西新宿2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,43,デジタルサイネージ（UENO3153ビル前）,デジタルサイネージ（ウエノ３１５３ビルマエ）,東京都台東区上野公園1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,44,デジタルサイネージ（上野恩賜公園内（動物園前交番付近））,デジタルサイネージ（ウエノオンシコウエンナイ（ドウブツエンマエコウバンフキン））,東京都台東区上野公園内,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,45,東京観光情報センター（バスタ新宿 3階）,トウキョウカンコウジョウホウセンター（バスタシンジュク３カイ）,東京都渋谷区千駄ヶ谷5-24-55,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,46,東京都立中央図書館,トウキョウトリツチュウオウトショカン,東京都港区南麻布5-7-13,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,47,東白鬚公園,ヒガシシラヒゲコウエン,東京都墨田区堤通2-2-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,48,木場公園,キバコウエン,東京都江東区平野4-6-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,49,砧公園,キヌタコウエン,東京都世田谷区砧公園1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,50,駒沢オリンピック公園,コマザワオリンピックコウエン,東京都世田谷区駒沢公園1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,51,善福寺川緑地（和田堀公園）,ゼンプクジガワリョクチ（ワダボリコウエン）,東京都杉並区成田西1-30-27,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,52,汐入公園,シオイリコウエン,東京都荒川区南千住8-13-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,53,城北中央公園,ジョウホクチュウオウコウエン,東京都練馬区氷川台1-3-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,54,光が丘公園,ヒカリガオカコウエン,東京都練馬区光が丘4-1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,55,舎人公園,トネリコウエン,東京都足立区舎人公園1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,56,水元公園,ミズモトコウエン,東京都葛飾区水元公園3-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,57,篠崎公園,シノザキコウエン,東京都江戸川区上篠崎1-25-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,58,武蔵野中央公園,ムサシノチュウオウコウエン,東京都武蔵野市八幡町2-4-22,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,59,府中の森公園,フチュウノモリコウエン,東京都府中市浅間町1-3-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,60,神代植物公園,ジンダイショクブツコウエン,東京都調布市深大寺元町5-31-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,61,小金井公園,コガネイコウエン,東京都小金井市関野町1-13-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,62,東村山中央公園,ヒガシムラヤマチュウオウコウエン,東京都東村山市富士見町,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,63,東大和南公園,ヒガシヤマトミナミコウエン,東京都東大和市桜が丘2-106-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,64,秋留台公園,アキルダイコウエン,東京都あきる野市二宮673-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,65,東京都写真美術館,トウキョウトシャシンビジュツカン,東京都目黒区三田1-13-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,66,観光案内標識（新宿区西新宿6-6）,カンコウアンナイヒョウシキ（シンジュククニシシンジュク６－６）,東京都新宿区西新宿6-6,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,67,観光案内標識（新宿区新宿5-16）,カンコウアンナイヒョウシキ（シンジュククシンジュク５－１６）,東京都新宿区新宿5-16,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,68,観光案内標識（新宿区新宿3-11）,カンコウアンナイヒョウシキ（シンジュククシンジュク３－１１）,東京都新宿区新宿3-11,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,69,観光案内標識（台東区上野6-12）,カンコウアンナイヒョウシキ（タイトウクウエノ６－１２）,東京都台東区上野6-12,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,70,東京都立多摩図書館,トウキョウトリツタマトショカン,東京都国分寺市泉町2-2-26,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,71,観光案内標識（中央区銀座4-2）,カンコウアンナイヒョウシキ（チュウオウクギンザ４－２）,東京都中央区銀座4-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,72,観光案内標識（中央区銀座4-2）,カンコウアンナイヒョウシキ（チュウオウクギンザ４－２）,東京都中央区銀座4-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,73,観光案内標識（中央区銀座5-3）,カンコウアンナイヒョウシキ（チュウオウクギンザ５－３）,東京都中央区銀座5-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,74,観光案内標識（台東区西浅草1-4）,カンコウアンナイヒョウシキ（タイトウクニシアサクサ１－４）,東京都台東区西浅草1-4,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,75,観光案内標識（台東区上野4-10）,カンコウアンナイヒョウシキ（タイトウクウエノ４－１０）,東京都台東区上野4-10,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,76,観光案内標識（台東区上野7-1）,カンコウアンナイヒョウシキ（タイトウクウエノ７－１）,東京都台東区上野7-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,77,観光案内標識（千代田区丸の内2-7）,カンコウアンナイヒョウシキ（チヨダクマルノウチ２－７）,東京都千代田区丸の内2-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,78,観光案内標識（千代田区有楽町1-6）,カンコウアンナイヒョウシキ（チヨダクユウラクチョウ１－６）,東京都千代田区有楽町1-6,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,79,観光案内標識（千代田区外神田4-7）,カンコウアンナイヒョウシキ（チヨダクソトカンダ４－７）,東京都千代田区外神田4-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,80,観光案内標識（渋谷区神宮前3-25）,カンコウアンナイヒョウシキ（シブヤクジングウマエ３－２５）,東京都渋谷区神宮前3-25,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,81,観光案内標識（港区赤坂1-11）,カンコウアンナイヒョウシキ（ミナトクアカサカ１－１１）,東京都港区赤坂1-11,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,82,観光案内標識（港区六本木6-2）,カンコウアンナイヒョウシキ（ミナトクロッポンギ６－２）,東京都港区六本木6-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,83,観光案内標識（港区南青山5-1）,カンコウアンナイヒョウシキ（ミナトミナミアオヤマ５－１）,東京都港区南青山5-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,84,観光案内標識（港区赤坂2-11）,カンコウアンナイヒョウシキ（ミナトクアカサカ２－１１）,東京都港区赤坂2-11,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,85,観光案内標識（港区赤坂5-4）,カンコウアンナイヒョウシキ（ミナトクアカサカ５－４）,東京都港区赤坂5-4,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,86,観光案内標識（港区赤坂6-1）,カンコウアンナイヒョウシキ（ミナトクアカサカ６－１）,東京都港区赤坂6-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,87,観光案内標識（港区赤坂9-7）,カンコウアンナイヒョウシキ（ミナトクアカサカ９－７）,東京都港区赤坂9-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,88,観光案内標識（港区西麻布1-1）,カンコウアンナイヒョウシキ（ミナトクニシアザブ１－１）,東京都港区西麻布1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,89,観光案内標識（港区六本木7-18）,カンコウアンナイヒョウシキ（ミナトクロッポンギ７－１８）,東京都港区六本木1-18,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,90,観光案内標識（港区東麻布3-8）,カンコウアンナイヒョウシキ（ミナトクヒガシアザブ３－８）,東京都港区東麻布3-8,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,91,観光案内標識（中央区築地2-13）,カンコウアンナイヒョウシキ（チュウオウクツキジ２－１３）,東京都中央区築地2-13,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,92,観光案内標識（台東区雷門2-20）,カンコウアンナイヒョウシキ（タイトウクカミナリモン２－２０）,東京都台東区雷門2-20,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,93,観光案内標識（台東区西浅草1-1）,カンコウアンナイヒョウシキ（タイトウクニシアサクサ１－１）,東京都台東区西浅草1-1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,94,観光案内標識（台東区西浅草1-8）,カンコウアンナイヒョウシキ（タイトウクニシアサクサ１－８）,東京都台東区西浅草1-8,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,95,観光案内標識（千代田区丸の内1-9）,カンコウアンナイヒョウシキ（チヨダクマルノウチ１－９）,東京都千代田区丸の内1-9,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,96,観光案内標識（渋谷区千駄ヶ谷4-7）,カンコウアンナイヒョウシキ（シブヤクセンダガヤ４－７）,東京都渋谷区千駄ヶ谷4-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,97,観光案内標識（渋谷区恵比寿1-8）,カンコウアンナイヒョウシキ（シブヤクエビス１－８）,東京都渋谷区恵比寿1-8,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,98,観光案内標識（渋谷区東3-25）,カンコウアンナイヒョウシキ（シブヤクヒガシ３－２５）,東京都渋谷区東3-25,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,99,観光案内標識（港区赤坂2-14）,カンコウアンナイヒョウシキ（ミナトクアカサカ２－１４）,東京都港区赤坂2-14,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,100,観光案内標識（港区麻布十番1-4）,カンコウアンナイヒョウシキ（ミナトクアザブジュウバン１－４）,東京都港区麻布十番1-4,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,101,観光案内標識（港区麻布十番1-4）,カンコウアンナイヒョウシキ（ミナトクアザブジュウバン１－４）,東京都港区麻布十番1-4,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,102,観光案内標識（港区麻布十番1-6）,カンコウアンナイヒョウシキ（ミナトクアザブジュウバン１－６）,東京都港区麻布十番1-6,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,103,観光案内標識（港区六本木1-6）,カンコウアンナイヒョウシキ（ミナトクロッポンギ１－６）,東京都港区六本木1-6,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,104,観光案内標識（港区六本木4-9）,カンコウアンナイヒョウシキ（ミナトクロッポンギ４－９）,東京都港区六本木4-9,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,105,観光案内標識（江東区青海1-2）,カンコウアンナイヒョウシキ（コウトウクアオミ１－２）,東京都江東区青海1-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,106,元町港船客待合所,モトマチコウセンキャクマチアイジョ,東京都大島町元町1-18-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,107,利島港船客待合所,トシマコウセンキャクマチアイジョ,東京都利島村字東山二号2439,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,108,新島港船客待合所,ニイジマコウセンキャクマチアイジョ,東京都新島村字黒根1,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,109,新島空港ターミナル,ニイジマクウコウターミナル,東京都新島村字川原,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,110,神津島港船客待合所,コウヅシマコウセンキャクマチアイジョ,東京都神津島村37先,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,111,三浦漁港船客待合所,ミウラギョコウセンキャクマチアイジョ,東京都神津島村字榎木が沢13先,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,112,神津島空港ターミナル,コウヅシマクウコウターミナル,東京都神津島村字金長,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,113,三池港船客待合所,ミイケコウセンキャクマチアイジョ,東京都三宅村坪田1259,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,114,阿古漁港船客待合所,アコギョコウセンキャクマチアイジョ,東京都三宅村阿古672-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,115,三宅島空港ターミナル,ミヤケジマクウコウターミナル,東京都三宅島三宅村坪田1378,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,116,御蔵島港船客待合所,ミクラジマコウセンキャクマチアイジョ,東京都御蔵島村字下こだし200先,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,117,八重根港船客待合所,ヤエネコウセンキャクマチアイジョ,東京都八丈町大賀郷542-9,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,118,青ヶ島港船客待合所,アオガシマコウセンキャクマチアイジョ,東京都青ヶ島村無番地,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,119,デジタルサイネージ（新丸ビル前）,デジタルサイネージ（シンマルビルマエ）,東京都千代田区丸の内1-6,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,120,デジタルサイネージ（OAシステムプラザ東京本店ビル前）,デジタルサイネージ（オーエーシステムプラザトウキョウホンテンビルマエ）,東京都千代田区外神田4-3,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,121,デジタルサイネージ（レム六本木ビル前）,デジタルサイネージ（レムロッポンギビルマエ）,東京都港区六本木7-14,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,122,デジタルサイネージ（カラオケ館前）,デジタルサイネージ（カラオケカンマエ）,東京都港区新橋2-18-2,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,123,デジタルサイネージ（天婦羅たから家前）,デジタルサイネージ（テンプラタカラヤマエ）,東京都台東区浅草1-11,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,124,デジタルサイネージ（公園六区交番前）,デジタルサイネージ（コウエンロックコウバンマエ）,東京都台東区浅草2-6-5,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,125,有明客船ターミナル,アリアケキャクセンターミナル,東京都江東区有明3-12-13,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,126,公衆電話（港区赤坂2-17-28）,コウシュウデンワ（ミナトクアカサカ２－１７－２８）,東京都港区赤坂2-17,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,127,公衆電話（港区六本木6-2-37）,コウシュウデンワ（ミナトクロッポンギ６－２－３７）,東京都港区六本木6-2-35,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,128,公衆電話（渋谷区神宮前1-4-3）,コウシュウデンワ（シブヤクジングウマエ１－４－３）,東京都渋谷区神宮前1-4,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,129,公衆電話（千代田区外神田4-7）,コウシュウデンワ（チヨダクソトカンダ４－７）,東京都千代田区外神田4-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,130,公衆電話（千代田区有楽町1-7）,コウシュウデンワ（チヨダクユウラクチョウ１－７）,東京都千代田区有楽町1-7,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,131,公衆電話（千代田区丸の内3-5）,コウシュウデンワ（チヨダクマルノウチ３－５）,東京都千代田区丸の内3-5,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
130001,132,公衆電話（台東区上野公園1-57）,コウシュウデンワ（タイトウクウエノコウエン１－５７）,東京都台東区上野1-57,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,2018-09-03
